Description,BDM ,Total,Jun-26,May-26,Apr-26,Mar-26,Feb-26,Jan-26,Dec-25,Nov-25,Oct-25,Sep-25,Aug-25,"Jul 2025 +Older",grouptype,groupuid
-KIRTI DIST - PATAN-close-LN,1PRAVIN PAWAR (MIS),          150000.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,          150000.00,Detai,3261785047
-KRISHNA AGENCY - AKLUJ,1PRAVIN PAWAR (MIS),           11757.00,               0.00,            2588.00,            9169.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3261785047
-LATA PHARMA - SOLAPUR,1PRAVIN PAWAR (MIS),           97895.00,           11901.00,           50240.00,           35754.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3261785047
-LIFE CARE MEDICAL - MHASWAD-LN-CLOSE,1PRAVIN PAWAR (MIS),           64837.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           64837.00,Detai,3261785047
-LIFE CARE PHARMA - PANDHARPUR -XX,1PRAVIN PAWAR (MIS),          339154.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,          339154.00,Detai,3261785047
-LIFE LINE-SANGOLA-XX,1PRAVIN PAWAR (MIS),           30000.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           30000.00,Detai,3261785047
-MAHALAXMI-NIPANI-XX-LN,1PRAVIN PAWAR (MIS),          157423.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,          157423.00,Detai,3261785047
-MAHAVIR MEDICAL STORES - SANGLI,1PRAVIN PAWAR (MIS),           35844.00,               0.00,               0.00,               0.00,           35844.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3261785047
-MANGALMURTI - BEED,1PRAVIN PAWAR (MIS),           15962.00,               0.00,               0.00,               0.00,           15962.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3261785047
-MANJULA PHARMA-AKLUJ-XX,1PRAVIN PAWAR (MIS),           85755.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,           85755.00,Detai,3261785047
-MAULI MEDICAL - AKKALKOT,1PRAVIN PAWAR (MIS),           21705.00,               0.00,           21705.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3261785047
-MSP PHARMACEUTICALS - SANGLI,1PRAVIN PAWAR (MIS),            5972.00,               0.00,               0.00,               0.00,            5972.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3261785047
-NAKODA - KARAD (MEDICAL),1PRAVIN PAWAR (MIS),          290036.00,           29546.00,          260490.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3261785047
-NAMO PHARMA - KOLHAPUR,1PRAVIN PAWAR (MIS),          102954.00,               0.00,               0.00,           27682.00,           75272.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3261785047
-NAMOH MEDICAL (NILESH) - AHILYANAGAR,1PRAVIN PAWAR (MIS),            6244.00,               0.00,               0.00,               0.00,            6244.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3261785047
-NEPTUNE MEDICAL-BARSHI,1PRAVIN PAWAR (MIS),           13998.00,           10878.00,            3120.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3261785047
-NEW DEAL - KALE ONLY ARS LOGISTICS,1PRAVIN PAWAR (MIS),           28627.00,               0.00,           28627.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,               0.00,Detai,3261785047
